id,department,category,brand,name,model,condition,priceGHS,priceSource,priceCheckedAt,releaseStatus,releaseDate,sourceUrl,imageSource,galleryImageCount,galleryImages,galleryCheckedAt
"gh-apple-iphone-17-256gb-black-1sim","phones","Unlocked Smartphones","Apple","Apple iPhone 17 256GB Black — 1 SIM + eSIM","I PH 17(1SIM)256BLACK","New","12390","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-iphone-17?variant=51572241301780","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/iPhone17Black.jpg?v=1769523308","3","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/iPhone17Black.jpg?v=1769523308 | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-finish-select-black-202509_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=WGdCRlQ0YVlqbTdXTEkxRnVQb0oxb2VRRjNicDE2eUYxNWtxdDZEUE9tUjZxZmJIdzBBQWpZVTVJdFRoUUcxVloyU1hvUEtRbDVNbTllSjBLTk1lc0Q2K3c3eDN1QlVKV09nQzhyNmV5TTFHQlJWZzByU21DbUFERkJnRlpYeEw | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-17-finish-select-black-202509_AV3?wid=1246&hei=518&fmt=jpeg&qlt=90&.v=WGdCRlQ0YVlqbTdXTEkxRnVQb0oxb2VRRjNicDE2eUYxNWtxdDZEUE9tU2pVSXdvdFJEUlVrZHBvTWNyMzhCZlh1VkNuWDZPeGZ3UHJPcStEYUdBWkVRclJCeklRbTBpbnovOUlrTlc5UU9WQWVjeW9Hb01WaktFTmVTRzNtV20","2026-09-24"
"gh-apple-iphone-17-pro-256gb-deep-blue-1sim","phones","Unlocked Smartphones","Apple","Apple iPhone 17 Pro 256GB Deep Blue — 1 SIM + eSIM","I PH 17PRO(1SIM)256BU","New","18390","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-iphone-17-pro-1sim?variant=51420813033748","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/iPhone_17_Pro_Max_Deep_Blue.jpg?v=1772210609","0","","2026-09-24"
"gh-apple-iphone-17-pro-max-256gb-deep-blue-1sim","phones","Unlocked Smartphones","Apple","Apple iPhone 17 Pro Max 256GB Deep Blue — 1 SIM + eSIM","I PH 17PMX(1SIM)256BU","New","20990","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-iphone-17-pro-max-1sim?variant=51301360697620","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/iPhone_17_Pro_Max_Deep_Blue.jpg?v=1772210609","0","","2026-09-24"
"gh-samsung-galaxy-s26-ultra-12gb-256gb-light-violet","phones","Unlocked Smartphones","Samsung","Samsung Galaxy S26 Ultra 12GB/256GB — Light Violet","S948 S26U(12+256GB)VI","New","14899","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/samsung-galaxy-s26-ultra?variant=52002212413716","https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-ultra-s948-sm-s948uzvaxaa-550993899?$product-details-jpg$","5","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/S26Ultraviolet.jpg?v=1778619306 | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-ultra-s948-sm-s948uzvaxaa-550993899?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-ultra-s948-sm-s948uzvaxaa-550993900?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-ultra-s948-sm-s948uzvaxaa-550993911?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-ultra-s948-sm-s948uzvaxaa-550993915?$product-details-jpg$","2026-09-24"
"gh-samsung-galaxy-s26-12gb-256gb-blue","phones","Unlocked Smartphones","Samsung","Samsung Galaxy S26 12GB/256GB — Blue","S942 S26(12+256GB)BLU","New","10599","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/samsung-galaxy-s26?variant=52001777156372","https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-s942-sm-s942ulbexaa-550995216?$product-details-jpg$","5","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/S26blue.jpg?v=1778619305 | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-s942-sm-s942ulbexaa-550995216?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-s942-sm-s942ulbexaa-550995217?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-s942-sm-s942ulbexaa-550995221?$product-details-jpg$ | https://images.samsung.com/is/image/samsung/p6pim/us/s2602/gallery/us-galaxy-s26-s942-sm-s942ulbexaa-550995222?$product-details-jpg$","2026-09-24"
"gh-apple-macbook-pro-m5-14-16gb-1tb-black","computers-tablets","Laptops","Apple","Apple MacBook Pro 14-inch M5 16GB/1TB Space Black — MDE14LL/A","MDE14LL/A","New","27000","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-macbook-pro-14-inch-m5-16gb-1tb-black-supercharged-by-m5-chip?variant=51300198318356","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/MDE14LLA.jpg?v=1788343838","2","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/MDE14LLA.jpg?v=1788343838 | https://lantre.pl/media/catalog/product/cache/0f7431f5367b37c067ffd8dcd36cc722/a/p/apple-macbook-pro-14-m5-10-core-cpu-10-core-gpu-16gb-ram-1tb-ssd-klawiatura-us-gwiezdna-czern-space-black-mde14-us_2.jpg","2026-09-24"
"gh-apple-macbook-air-m5-15-16gb-512gb-midnight","computers-tablets","Laptops","Apple","Apple MacBook Air 15-inch M5 16GB/512GB Midnight — MDVH4","MDVH4","New","21900","Telefonika Ghana","2026-09-24","","","https://telefonika.com/products/apple-macbook-air-m5-15-inch-16gb-512gb-midnight-super-thin-super-powerful?variant=51300205560084","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/AppleMacbookAirMidnight.jpg?v=1788385516","6","https://cdn.shopify.com/s/files/1/0952/4147/0228/files/AppleMacbookAirMidnight.jpg?v=1788385516 | https://gorilla.md/wp-content/uploads/2026/03/i-4-4.webp | https://gorilla.md/wp-content/uploads/2026/03/i-1-5.webp | https://gorilla.md/wp-content/uploads/2026/03/i-51.webp | https://gorilla.md/wp-content/uploads/2026/03/i-8-4.webp | https://gorilla.md/wp-content/uploads/2026/03/i-2-4.webp","2026-09-24"
"gh-hp-250r-g10-core3-100u-8gb-512gb","computers-tablets","Laptops","HP","HP 250R G10 Core 3 100U 8GB/512GB 15.6-inch — Bag, Mouse & Headset Bundle","C5MF2ET","Retailer listing; confirm condition","7299","CompuGhana","2026-09-24","","","https://compughana.com/products/hp-250r-g10-core3-100u-8gb-512gb-15-6-inch-laptop?variant=47330970075371","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/printer505.png?v=1772535850","4","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/printer505.png?v=1772535850 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/printer506.png?v=1772535850 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/printer507.png?v=1772535850 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/printer508.png?v=1772535850","2026-09-24"
"gh-dell-pro-15-essential-pv15250","computers-tablets","Laptops","Dell","Dell Pro 15 Essential PV15250 Core 3 100U 8GB/512GB 15.6-inch — Bag, Mouse & Headset Bundle","Dell Pro 15 Essential PV15250","Retailer listing; confirm condition","6999","CompuGhana","2026-09-24","","","https://compughana.com/products/dell-pro-15-essential-pv15250-c3-100u-8gb-512gb-ssd-15-6-inch-laptop?variant=47437908312299","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lenovo_260.avif?v=1770116818","4","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lenovo_260.avif?v=1770116818 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lenovo259.avif?v=1770116792 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lenovo_261.avif?v=1770116842 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lenovo_258.avif?v=1771585327","2026-09-24"
"gh-lg-50ua85006la","tv-home-theatre","Televisions","LG","LG 50UA85006LA 50-inch UHD 4K AI ThinQ TV","LG LED 50UA85006LA","Retailer listing; confirm condition","5599","CompuGhana","2026-09-24","","","https://compughana.com/products/lg-led-50ua85006la-uhd-smart-satellite-4k-ai-thinq-television?variant=47143218905323","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/sam_1022.jpg?v=1772536578","3","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/sam_1022.jpg?v=1772536578 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/sam_1023.jpg?v=1764676373 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/sam_1024.jpg?v=1772536578","2026-09-24"
"gh-lg-43ur73006la","tv-home-theatre","Televisions","LG","LG 43UR73006LA 43-inch UHD 4K Smart Satellite TV","LG LED 43UR73006LA","Retailer listing; confirm condition","4499","CompuGhana","2026-09-24","","","https://compughana.com/products/lg-43ur73006la-43-led-uhd-smart-satellite-4k-television?variant=47152548937963","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/cashback_y24_lg2.jpg?v=1772536087","3","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/cashback_y24_lg2.jpg?v=1772536087 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/cashback_y24_lg3.jpg?v=1772536087 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/cashback_y24_lg4.jpg?v=1772536087","2026-09-24"
"gh-tcl-65c6k","tv-home-theatre","Televisions","TCL","TCL 65C6K 65-inch QD-Mini LED 4K Smart TV","TCL QLED 65C6K","Retailer listing; confirm condition","10999","CompuGhana","2026-09-24","","","https://compughana.com/products/tcl-qled-65c6k-qd-mini-led-4k-smart-television?variant=47152561520875","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lg_tv_105.jpg?v=1772536087","4","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lg_tv_105.jpg?v=1772536087 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lg_tv_106.jpg?v=1772536087 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lg_tv_107.jpg?v=1772536088 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/lg_tv_108.jpg?v=1764750124","2026-09-24"
"gh-nasco-nas-07-tw","major-appliances","Appliance","NASCO","NASCO NAS-07-TW 7kg Washing Machine — White","NASCO WM NAS-07-TW","Retailer listing; confirm condition","1599","CompuGhana","2026-09-24","","","https://compughana.com/products/nasco-7kg-nas-07-tw-washing-machine-white?variant=47143294304491","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/toner_hp73.jpg?v=1775326866","3","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/toner_hp73.jpg?v=1775326866 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/toner_hp74.jpg?v=1775326866 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/toner_hp75.jpg?v=1775326867","2026-09-24"
"gh-lg-mh8265dis","major-appliances","Appliance","LG","LG MH8265DIS NeoChef 42L Microwave — Smart Inverter & Grill","MH8265DIS","Retailer listing; confirm condition","2899","CompuGhana","2026-09-24","","","https://compughana.com/products/lg-42l-neocheftm-stainless-steel-microwave-with-smart-inverter-grill-oven?variant=47155211600107","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/bto_lg61231.jpg?v=1764859152","3","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/bto_lg61231.jpg?v=1764859152 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/bto_lg61232.jpg?v=1772535974 | https://cdn.shopify.com/s/files/1/0787/6768/5867/files/bto_lg612320.jpg?v=1772535974","2026-09-24"
"gh-sencor-srm-1000ss","major-appliances","Appliance","Sencor","Sencor SRM 1000SS 1L 400W Rice Cooker — Stainless Steel","Sencor SRM 1000SS","Retailer listing; confirm condition","300","CompuGhana","2026-09-24","","","https://compughana.com/products/sencor-srm-1000ss-rice-cooker?variant=47970630533355","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/Hikvisioncamera17548987.jpg?v=1773746646","1","https://cdn.shopify.com/s/files/1/0787/6768/5867/files/Hikvisioncamera17548987.jpg?v=1773746646","2026-09-24"
"official-apple-iphone-duo","phones","Unlocked Smartphones","Apple","iPhone Duo","","New product reference; Ghana supplier to confirm","","","","coming_soon","2026-10-23","https://www.apple.com/newsroom/2026/09/apple-unveils-iphone-duo/","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609?wid=940&hei=1112&fmt=png-alpha&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTTY3eU1sRElTUWw3VmkwaFcvWFFZdVQ5NVJ4OStiQklybHZqYkJwOUI0UW54dHNyNHVwMVJTcUJTRDV4amNZM3JXeEN5bXRCTGIyQkNzYVFpWTFyclA","6","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609?wid=940&hei=1112&fmt=png-alpha&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTTY3eU1sRElTUWw3VmkwaFcvWFFZdVQ5NVJ4OStiQklybHZqYkJwOUI0UW54dHNyNHVwMVJTcUJTRDV4amNZM3JXeEN5bXRCTGIyQkNzYVFpWTFyclA | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-star-white-202609?wid=940&hei=1112&fmt=png-alpha&.v=L2FnUkNTRm43ZDRCREFsdzlaeThka1hsOUZkQmZFRkQ2eEh0dEM0bVFwVjZIYUZiOEZCU1dSYmlzT2FMVUpPY1gyaWxBVG1PRTU2YzhCN2c2emhzWHZ5ZTZTY3RKM0U0VzN2UzRGTGtzQ3F1ZFJUNEY5WjZkU21Ua0dNWEh2Zy8 | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-star-white-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThka1hsOUZkQmZFRkQ2eEh0dEM0bVFwWDQyMkp3ajFERU1EdEpnTkVrNzFmMHFJdkJPZTFIVklMRHF5Qjlvcy9ObW14YXJFQWFnVmkrMkUzQ3k2TDVtN0dZeVdXc0RpQ01aMHg0Q2tCOVExRGh1YmZQMXFXa2w0U3RUanhYSTV4Z29R | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609_AV2?wid=1448&hei=1080&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTzRPY0l5QVNzbnFIeGZoVWFkV1ZNY2JoOGtwUWZDU1NHU2ZTc1UzcnZnaE5lVUN5anBMYXArdTZxQXVZNFlaRkZwWVRGQ1dzcnRpTzJCdEZVUm1lQ05mbW94YnYxc1YvNXZ4emJGL0IxNFp3 | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-star-white-202609_AV3?wid=1246&hei=518&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThka1hsOUZkQmZFRkQ2eEh0dEM0bVFwVmd1RGp0ZkhQOTVvK0lDdUQxZXNjakViM2VpL0lFSzVCUUtMUjhUTUtHZU5lVUN5anBMYXArdTZxQXVZNFlaRkVWUXgzb0NNZ2MwcUgxQWFSMG5YMVVmbW94YnYxc1YvNXZ4emJGL0IxNFp3 | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-duo-finish-select-night-sky-202609_AV3?wid=1246&hei=518&fmt=jpeg&qlt=90&.v=L2FnUkNTRm43ZDRCREFsdzlaeThkZ3h0LzRVb3pVcDdFRFlBZW9LdlZnTklnaEtBS1ZhdkFMZVF3RldYNisreGRxYTBpUDU4UnFLbWI3Rmw4QmdkTGI2TGhYaGhMVkJpQ2RGWWVURTZNbXdMS2JsVk9oSFZOTGNUZE5xdjBlNnI","2026-09-24"
"official-apple-iphone-18-pro","phones","Unlocked Smartphones","Apple","iPhone 18 Pro","","New product reference; Ghana supplier to confirm","","","","released","2026-09-18","https://www.apple.com/newsroom/2026/09/apple-debuts-iphone-18-pro-and-iphone-18-pro-max/","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-burgundy-202609?wid=940&hei=1112&fmt=png-alpha&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCVmtqbnQyNWMvcld5Yy9DTnQyVUlQYWlwUGhxdXZuRTRGejlubW1oYWpjbUJ2MUJtQ2VhYWlBc1UxbHhMSzFTQjhlcC9qYU9xUXZmS1NmbGxtTVBCNVAvWncyUEszSEVwdS9nWVBDSFpPZmY","6","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-burgundy-202609?wid=940&hei=1112&fmt=png-alpha&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCVmtqbnQyNWMvcld5Yy9DTnQyVUlQYWlwUGhxdXZuRTRGejlubW1oYWpjbUJ2MUJtQ2VhYWlBc1UxbHhMSzFTQjhlcC9qYU9xUXZmS1NmbGxtTVBCNVAvWncyUEszSEVwdS9nWVBDSFpPZmY | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-black-202609?wid=940&hei=1112&fmt=png-alpha&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCWEQvUEQ2K0RlZDNJelh6T1hiakdBdytYcDJJakhmeWdzWGE3eWZweldlbU01ZlZDa0xRSGNsZGN2cGtrRCtsV0tMSEdWSm02WG9JS0VxaEpJQnZwSFF4aU04bVBaVGpXenUzcE1tZ0JTTWk | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-silver-202609?wid=940&hei=1112&fmt=png-alpha&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCVGJOdEdsYjE3KzExOGFjT0NXdW5CRXlFVTNWQ2NHZnVQZ1ZHVERRSkREclQ5NVJ4OStiQklybHZqYkJwOUI0UWdxbzNTY3U5ODZDSkhYT1hNS1JHaWNmOVR5UGFsc2xtOXNhVml5ZmhaTkg | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-glacier-202609?wid=940&hei=1112&fmt=png-alpha&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCZFJQQXM4NUJneHhVVGhBeWh4RFRuMmd4MlArR3d3Tzc0cVhQN3J0NEdPb1gyaWxBVG1PRTU2YzhCN2c2emhzWHZ5ZTZTY3RKM0U0VzN2UzRGTGtzQ3BSTWlHRk01TzQ3QWhsMHdBb0NQZkk | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-burgundy-202609_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCVmtqbnQyNWMvcld5Yy9DTnQyVUlQYnd0N0MvN002Q2xTTTlsNDE2S0J6M2h2Q29kcWs4WTl5cjdvUC9sdGZWcmRlVUN5anBMYXArdTZxQXVZNFlaRkdjcy95dXRDa1NDUVdPVmlYeklhNXBmbW94YnYxc1YvNXZ4emJGL0IxNFp3 | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-finish-select-silver-202609_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=ODB3TEdtbk8ybkd3clM3dWVML3VCVGJOdEdsYjE3KzExOGFjT0NXdW5CRzFVVXZ0WDBlS281eURIb2h1bGRDYUVrYzZ4aGx2Q085bnhRaVROeFdKVDdrNkxqcEdrM2x6OUZ3Z2JnTllhUU5pTnR1WjBmd3ZFSVQ3ZE5MLzZ4d1Y","2026-09-24"
"official-apple-iphone-18-pro-max","phones","Unlocked Smartphones","Apple","iPhone 18 Pro Max","","New product reference; Ghana supplier to confirm","","","","released","2026-09-18","https://www.apple.com/newsroom/2026/09/apple-debuts-iphone-18-pro-and-iphone-18-pro-max/","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-black-202609?wid=940&hei=1112&fmt=png-alpha&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNmxIMGwrWFVjeE1VUlRMRWVWaXVleHNjcXQ1U2FBY2RzWU80SEN4Z1NYZXA4TndFSGFWdWZMa21CRXlrUm45elpxZTk0czYvTGlFaFJ6MUo4NytKelc","6","https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-black-202609?wid=940&hei=1112&fmt=png-alpha&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNmxIMGwrWFVjeE1VUlRMRWVWaXVleHNjcXQ1U2FBY2RzWU80SEN4Z1NYZXA4TndFSGFWdWZMa21CRXlrUm45elpxZTk0czYvTGlFaFJ6MUo4NytKelc | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-glacier-202609?wid=940&hei=1112&fmt=png-alpha&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNlIrVGhreVd3bkM2T2VVUFVFWDlxYWV5ZElERWRzQWhyQ0Rwckl6Y1pkWnBzc0VHaDlyWnc3WFg1a2VpT21xTVVSTFY0UkdPZmR4RjZFWCtGdUNoa2E | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-silver-202609?wid=940&hei=1112&fmt=png-alpha&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNWtvNWRUSnBraGdtbVpoaEhCcStEZ1JIMnJUYkhxeFlQUFF6U1JnK1dZZmROL1VCcUxMZGhIeWpHS1Y3Y0ZmQnB1TDcrSFk1dTh4UW5LRWFTUk84MUg | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-burgundy-202609?wid=940&hei=1112&fmt=png-alpha&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNUx6WCtoaUlSYjRxQWg5OHYwMGU3Y0V3S0grNWRDVTNuaVhuc2dPbTQ4Q0V1RGVGY05iMGVCVXhlTE1BQUZjMDAxTm1nZUsxSHRZRDZzS3RtMVpRd0Q | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-silver-202609_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNFBqZGJBdFZFTS8vTUNaYm50ajFyQjhSd1ZmVkZET2tSb0UxRUVEVUNhdFAvU3JjZHd1MTRSd0VqZnNnTGdmZmxEOCtYRWJRK0xNTUUwNDE3VlliTTdqeFFxSVJXVFEyak5aRXM1amV5dXZB | https://store.storeimages.cdn-apple.com/1/as-images.apple.com/is/iphone-18-pro-max-finish-select-burgundy-202609_AV2?wid=724&hei=540&fmt=jpeg&qlt=90&.v=UmkydCsrWUVqOXF2VEM2dzB6cklhWUQ2cmRnWCtSNmVDd2t4cWxWSnIvNUczeU83bkpqVjJNa0hHTzZGMFJkOUJzS0RYWXBINXM3OEFKMGgwUWg2N1o0S3NIczRMdVY1Tlh2SlRSaUw4bXdvVyt2VmxhZU4zZHRmY1FSYWRXV1h5R2dydEZKdjJpNHZab2plQ1FnV29B","2026-09-24"
"official-samsung-galaxy-s26-ultra","phones","Unlocked Smartphones","Samsung","Galaxy S26 Ultra","","New product reference; Ghana supplier to confirm","","","","released","","https://www.samsung.com/us/smartphones/galaxy-s26-ultra/buy/","https://image-us.samsung.com/us/smartphones/galaxy-s26-ultra/gallery/SCOMMRCL-207-M3-Global-Group-Image-800x600.jpg","6","https://image-us.samsung.com/us/smartphones/galaxy-s26-ultra/gallery/SCOMMRCL-207-M3-Global-Group-Image-800x600.jpg | https://image-us.samsung.com/SamsungUS/home/mobile/smartphone/galaxy-s26-ultra/03032026/SDSAC-10379-S26U-Exclusive-Global-Group-Image-800x600.jpg | https://image-us.samsung.com/SamsungUS/home/mobile/smartphone/galaxy-s26-ultra/03022026/SDSAC-10358-S26-Ultra-Fundamentals-Gallery-800x600.jpg | https://image-us.samsung.com/SamsungUS/home/mobile/smartphone/galaxy-s26-ultra/gallery/o3o92026/SDSAC-10358-S26-Ultra-Privacy_Display_Copy-DT-908x507.jpg | https://image-us.samsung.com/SamsungUS/home/mobile/smartphone/galaxy-s26-ultra/gallery/o3o92026/SDSAC-10398-S26-Ultra-Nightography_Copy-Highlights-DT-908x507.jpg | https://image-us.samsung.com/SamsungUS/home/mobile/smartphone/galaxy-s26-ultra/gallery/o3o92026/SDSAC-10398-S26-Ultra-Photo_Assist_Copy-Highlights-DT-908x507.jpg","2026-09-24"
"official-samsung-galaxy-z-fold8-ultra","phones","Unlocked Smartphones","Samsung","Galaxy Z Fold8 Ultra","","New product reference; Ghana supplier to confirm","","","","released","","https://www.samsung.com/us/smartphones/galaxy-z-fold8-ultra/buy/","https://img.global.news.samsung.com/global/wp-content/uploads/2026/07/22220341/Samsung-Mobile-Galaxy-Unpacked-July-2026-Galaxy-Z-Fold8-Ultra-Galaxy-Z-Fold8-Galaxy-Z-Flip8-A-First-Look_main2.jpg","6","https://img.global.news.samsung.com/global/wp-content/uploads/2026/07/22220341/Samsung-Mobile-Galaxy-Unpacked-July-2026-Galaxy-Z-Fold8-Ultra-Galaxy-Z-Fold8-Galaxy-Z-Flip8-A-First-Look_main2.jpg | https://images.samsung.com/is/image/samsung/assets/us/20260722/2_Q8_GroupKV.jpg | https://images.samsung.com/is/image/samsung/assets/us/20260722/3_Q8_ExclusiveColor.jpg | https://stg-images.samsung.com/is/image/samsung/assets/us/f2607/buypage/see-actual/Q8_See_Actual_Size_inch_PC_1440x547.jpg | https://stg-images.samsung.com/is/image/samsung/assets/us/f2607/buypage/gallery/q8/1_Q8_KF-NowNudge_SCOMB8Q8-235_SCOM_BuyPageGallery_800x600.jpg | https://stg-images.samsung.com/is/image/samsung/assets/us/f2607/buypage/gallery/q8/3_Q8_KF-Camera_SCOMB8Q8-235_SCOM_BuyPageGallery_800x600.jpg","2026-09-24"
